,domain,name,category,prompts,wikipedia,generated_prompts_meta/llama-2-70b
3721,political_ideology,Left_Opposition,left-wing,The Left Opposition was a faction within ,The Left Opposition formed as part of the power struggle within the party leadership that began with the Soviet founder Vladimir Lenin's illness and intensified with his death in January 1924.,"1920s the Communist Party of the Soviet Union (CPSU). The Left Opposition opposed the party line of Joseph Stalin. It was led by Trotsky and was active from 1923 to 1927.  For the Russian political party, see Left Opposition (Russia).  ## History  As the political isolation of the Russian state increased, the New Economic Policy (NEP) began to be viewed as a retreat. Rather than seeing the policy as a way of stabilizing the economy, the opposition argued that it was not"
3722,political_ideology,Left_Opposition,left-wing,The Left Opposition formed as part of ,The Left Opposition was a faction within the Bolshevik Party from 1923 to 1927 headed de facto by Leon Trotsky.,"1926 United Opposition.  ### United Opposition  The United Opposition was a coalition of the Left Opposition and the Workers' Opposition. The United Opposition was formed in 1926 and the two opposed factions within it were the ""rightist"" United Opposition and the ""leftist"" United Opposition.  ### The Right Opposition  The Right Opposition emerged in 1928 and was led by Alexander Shliapnikov and his group.  ### The"
3723,political_ideology,Left_Opposition,left-wing,The Left Opposition formed as part of ,The Left Opposition formed as part of the power struggle within the party leadership that began with the Soviet founder Vladimir Lenin's illness and intensified with his death in January 1924.,"1923-1927 New Opposition, which was led by Trotsky, Zinoviev, and Kamenev. Left Opposition (1927) Left Opposition (1927) was a product of the 1927 split in the Left Opposition between Trotsky and Zinoviev-Kamenev. Left Opposition of the 1930s (1933-1938) Left Opposition of the 1930s (1933"
3724,political_ideology,Far-left_politics_in_the_United_Kingdom,left-wing,Far-left politics in the United Kingdom have existed since at least ,"Far-left politics in the United Kingdom have existed since at least the late 19th century, with the formation of various organisations following ideologies such as revolutionary socialism, anarchism and syndicalism.","1901, when the Social Democratic Federation was formed. The group was active in the Red Clydeside movement, which included an anti-war strike, and a government crackdown against alleged communist agitators. The party became the British Socialist Party in 1911, before merging with several other groups to form the Communist Party of Great Britain in 1920. Its early years were dominated by the party’s leader, Harry Pollitt, and his allies. The party’s membership peaked in the 1940s, but it began"
3725,political_ideology,French_Left,left-wing,The early French Left was often alienated ,The early French Left was often alienated into the Republican movements.,"from the socialists and the communists. It was anarchistic, antistatist, anticapitalist, anticolonialist, but not necessarily Marxist. The early French Left had no use for the Soviet Union. Many of the leaders of the anti-Vietnam War movement in France, including the writer Marguerite Duras, were not communists. In fact, the communists were embarrassed by them. The Left is the French nation's conscience. The French believe that the Left fights for humanity, for the human condition, for justice and peace. The Left is in"
3726,political_ideology,Left-wing_fascism,left-wing,Left-wing fascism and left fascism are sociological ,Left-wing fascism and left fascism are sociological and philosophical terms used to categorize tendencies in left-wing politics otherwise commonly attributed to the ideology of fascism.,"1960s neologisms used to describe authoritarian, anti-liberal and anti-conservative ideologies, movements and governments.[1][2][3] Left-wing fascism was originally a term applied to Benito Mussolini by communists, who argued that despite Mussolini's ostensible opposition to the political left, his economic program was insufficiently anti-capitalist and he had failed to achieve a rupture with his liberal past.[4] For example, Palmiro Togliatti, leader of the Italian Communist Party"
3727,political_ideology,Left-wing_fascism,left-wing,Left-wing fascism and left fascism are sociological ,"Horowitz claimed that ""left-wing fascism"" emerged again in the United States political life during the 1980s in the form of a refusal to disengage radical rhetoric from totalitarian reality.In the late 20th and early 21st centuries, the term left fascism has been used to describe unusual hybrid political alliances.","20th-century neologisms that describe the authoritarian tendency of parties of the left. These terms are most often used to refer to movements or governments that have left-wing and socialist economic policies, while at the same time maintaining right-wing, authoritarian, and repressive social policies.  ## Terminology  The term left-wing fascism was coined by Italian philosopher Renzo De Felice in the 1970s. It was later popularized by American philosopher and political scientist Eric Voegelin, who used the term"
3728,political_ideology,Left-wing_fascism,left-wing,"Horowitz claimed that ""left-wing fascism"" emerged again ",Left-wing fascism and left fascism are sociological and philosophical terms used to categorize tendencies in left-wing politics otherwise commonly attributed to the ideology of fascism.,"10 years later in the 1990s, when he accused the Democratic Party of being fascist.  Horowitz's book Uncivil Wars, a collection of essays on the culture wars in the United States, was published in 2001. The following year, he published Left Illusions, which is a collection of essays dealing with the history of the left. Horowitz also wrote a book on the history of the left and the Soviet Union, called The Black Book of the American Left, which was published in ten volumes between 2003 and 2"
3729,political_ideology,Left-wing_fascism,left-wing,"Horowitz claimed that ""left-wing fascism"" emerged again ","Horowitz claimed that ""left-wing fascism"" emerged again in the United States political life during the 1980s in the form of a refusal to disengage radical rhetoric from totalitarian reality.In the late 20th and early 21st centuries, the term left fascism has been used to describe unusual hybrid political alliances.","15 years later in the form of the anti-war movement.[14] The term ""Islamofascism"" has been used by several commentators and journalists to describe the ideology of Islamic fundamentalist movements and parties that have been described as totalitarian, and to express the view that such movements and parties have similar aims and methods to fascist movements of the 1920s and 1930s, or to Nazism in particular. The term has been used in this way to characterize groups such as the Taliban, al-Qaeda,"
3730,political_ideology,Regressive_left,left-wing,Regressive left is a pejorative term for ,"Regressive left is a pejorative term for a branch of left-wing politics that are accused of holding views that conflict with liberal principles, especially tolerating Islamism.British political activist Maajid Nawaz, American political talk-show hosts such as Bill Maher and Dave Rubin, and New Atheist writers like Sam Harris and Richard Dawkins are among those who have used the term.","2010s left-wing politics that are anti-progressive. The word is used to describe currents of left-wing thought which are characterised by opposition to liberal positions of the 20th century, including on matters of free speech and secularism. Regularization (mathematics) – In mathematics, computer science, and other fields, regularization is a technique that adds some degree of smoothness to functions or curves. It can refer to smoothing out a set of data points, adding of noise to prevent overfitting when training a model, or removing some data points from a"
3731,political_ideology,Regressive_left,left-wing,Regressive left is a pejorative term for ,"In addition, Boghossian believes that ""regressive leftists"" have become ""hyper-moralists"" and champions of their perceived victims.","21st-century left-wing politics that rejects the liberal values of freedom of speech and freedom of the press, and is seen as dogmatic, authoritarian, and intolerant of any opposing viewpoints. (See also: Political Correctness) SJW: (Social Justice Warrior) A pejorative term for an individual who repeatedly and vehemently engages in arguments on social justice on the Internet, often in a shallow or not well-thought-out way, for the purpose of raising their own personal reputation. A social justice warrior does not necessarily strongly"
3732,political_ideology,Regressive_left,left-wing,"In addition, Boghossian believes that ""regressive leftists"" ","Regressive left is a pejorative term for a branch of left-wing politics that are accused of holding views that conflict with liberal principles, especially tolerating Islamism.British political activist Maajid Nawaz, American political talk-show hosts such as Bill Maher and Dave Rubin, and New Atheist writers like Sam Harris and Richard Dawkins are among those who have used the term.","have created a generation of students unable to think critically. He also claims that universities are using ""diversity"" policies to advance ""social justice"" at the expense of the truth.  In 2018, Boghossian published a book with James A. Lindsay, called Fake Science: Exposing the Left's Skewed Statistics, Fuzzy Facts, and Dodgy Data.  In May 2018, Boghossian and Lindsay presented a hoax paper, ""The Conceptual Penis as a Social Construct"
3733,political_ideology,Regressive_left,left-wing,"In addition, Boghossian believes that ""regressive leftists"" ","In addition, Boghossian believes that ""regressive leftists"" have become ""hyper-moralists"" and champions of their perceived victims.","are to blame for the rise of the alt-right:  I blame the regressive left for the rise of the alt-right. It's the regressive left that's given us the alt-right. It's the regressive left that's given us Donald Trump. They're the ones that have created the environment in which people like that can flourish. They're the ones that are trying to shut down discourse, to control the terms of discourse, to stigmatize people who disagree with them, to accuse them of bigotry"
