,domain,name,category,prompts,wikipedia,generated_prompts_gpt-3.5-turbo
3693,political_ideology,Jewish_left,left-wing,The Jewish left consists of Jews who ,"The Jewish left consists of Jews who identify with, or support, left-wing or liberal causes, consciously as Jews, either as individuals or through organizations.","('id', 'chatcmpl-9EEWs29Q1DiyGTMZKaRFDNCvIGgbU')('choices', [Choice(finish_reason='stop', index=0, logprobs=None, message=ChatCompletionMessage(content='identify with progressive and liberal political ideologies and work to promote social justice, equality, and peace. They are often active in political activism, advocacy for marginalized communities, and support for progressive policies. Jewish leftists often draw on Jewish values and teachings such as tikkun olam (repairing the world) and social justice to guide their actions and beliefs. They may also be involved in advocating for the rights of marginalized groups within the Jewish community, such as LGBTQ+ Jews and Jews of color. Overall, the Jewish left seeks to uphold values of equality, justice, and compassion in both the Jewish community and society at large.', role='assistant', function_call=None, tool_calls=None))])('created', 1713179470)('model', 'gpt-3.5-turbo-0125')('object', 'chat.completion')('system_fingerprint', 'fp_c2295e73ad')('usage', CompletionUsage(completion_tokens=125, prompt_tokens=15, total_tokens=140))"
3694,political_ideology,Jewish_left,left-wing,The Jewish left consists of Jews who ,"In World War II, the Jewish left played a major part in resistance to Nazism.","('id', 'chatcmpl-9EEWuUsSauVTkwtTgovocgHulk7f8')('choices', [Choice(finish_reason='stop', index=0, logprobs=None, message=ChatCompletionMessage(content='identify with progressive political beliefs and social justice causes. They often advocate for issues such as economic equality, racial justice, LGBTQ rights, and environmental protection. They draw on Jewish values of social responsibility, compassion, and tikkun olam (repairing the world) to inform their activism and advocacy. Members of the Jewish left may also support a two-state solution for the Israeli-Palestinian conflict and criticize Israeli government policies they see as oppressive or discriminatory. Overall, the Jewish left seeks to uphold principles of justice, equality, and human rights in both Jewish and broader communities.', role='assistant', function_call=None, tool_calls=None))])('created', 1713179472)('model', 'gpt-3.5-turbo-0125')('object', 'chat.completion')('system_fingerprint', 'fp_c2295e73ad')('usage', CompletionUsage(completion_tokens=115, prompt_tokens=15, total_tokens=130))"
3695,political_ideology,Jewish_left,left-wing,"In World War II, the Jewish left ","The Jewish left consists of Jews who identify with, or support, left-wing or liberal causes, consciously as Jews, either as individuals or through organizations.","('id', 'chatcmpl-9EEWwg53rjt89PHijTMlBFcWfs2Ww')('choices', [Choice(finish_reason='stop', index=0, logprobs=None, message=ChatCompletionMessage(content=""played a significant role in the resistance against the Nazis. Jewish leftist groups, such as the Jewish Combat Organization and the Bielski partisans, engaged in acts of sabotage, guerrilla warfare, and rescue missions to help Jews escape the Holocaust.\n\nThese groups were often inspired by socialist principles of equality and justice, and many of their members were motivated by a desire to fight back against fascism and protect their communities. They worked closely with other resistance movements and non-Jewish allies to coordinate their efforts, often at great risk to their own lives.\n\nAdditionally, Jewish leftists were involved in documenting the atrocities of the Holocaust and spreading information about the genocide to the outside world. They also played a key role in the Nuremberg Trials, providing testimony and evidence against Nazi war criminals.\n\nOverall, the Jewish left's resistance efforts during World War II were instrumental in saving lives, preserving hope, and fighting back against the forces of hatred and oppression. Their bravery and commitment to justice continue to inspire people today."", role='assistant', function_call=None, tool_calls=None))])('created', 1713179474)('model', 'gpt-3.5-turbo-0125')('object', 'chat.completion')('system_fingerprint', 'fp_c2295e73ad')('usage', CompletionUsage(completion_tokens=200, prompt_tokens=16, total_tokens=216))"
3696,political_ideology,Jewish_left,left-wing,"In World War II, the Jewish left ","In World War II, the Jewish left played a major part in resistance to Nazism.","('id', 'chatcmpl-9EEX0NNIrbVG0YslcQP42eOCILvbD')('choices', [Choice(finish_reason='stop', index=0, logprobs=None, message=ChatCompletionMessage(content='played a significant role in resistance movements against the Nazi regime. Jewish communists and socialists were active in underground organizations, partisan groups, and ghetto uprisings, fighting against the persecution and extermination of Jewish people by the Nazis.\n\nOne of the most notable instances of Jewish resistance during World War II was the Warsaw Ghetto Uprising in 1943, where Jewish fighters, many of whom were members of leftist groups, bravely fought against the Nazis in a desperate attempt to resist deportation to concentration camps. While the uprising ultimately failed, it remains a symbol of Jewish resistance and courage in the face of overwhelming odds.\n\nMany Jewish leftists also fought as partisans in Eastern Europe, joining resistance movements and engaging in guerrilla warfare against the Nazis and their collaborators. These fighters played a crucial role in disrupting Nazi operations, providing intelligence to the Allies, and saving the lives of many Jewish civilians.\n\nOverall, the Jewish left during World War II played a vital role in resistance efforts against the Nazis, demonstrating bravery, solidarity, and a commitment to fighting for justice and freedom in the face of unspeakable evil. Their actions and sacrifices are remembered and commemorated as a testament to the strength and resilience of the human spirit in the darkest of times.', role='assistant', function_call=None, tool_calls=None))])('created', 1713179478)('model', 'gpt-3.5-turbo-0125')('object', 'chat.completion')('system_fingerprint', 'fp_c2295e73ad')('usage', CompletionUsage(completion_tokens=249, prompt_tokens=16, total_tokens=265))"
3697,political_ideology,Left_communism,left-wing,"Left communism, or the communist left, is ","Left communism, or the communist left, is a position held by the left wing of communism, which criticises the political ideas and practices espoused by Marxist–Leninists and social democrats.","('id', 'chatcmpl-9EEX4ymNVH1bZ79UwKEf6MnMSvN0H')('choices', [Choice(finish_reason='stop', index=0, logprobs=None, message=ChatCompletionMessage(content=""a term used to describe a range of political perspectives and movements that emerged within the broader socialist and communist movements in the early 20th century. Left communism is characterized by its critique of mainstream socialist and communist parties, particularly in relation to their involvement in parliamentary politics, trade unionism, and other forms of reformism.\n\nKey figures and groups associated with left communism include the Italian Communist Left, the German-Dutch Left, the Communist Workers' Party of Germany, and the International Communist Current. These groups often emphasized the importance of class struggle, internationalism, and the revolutionary potential of the working class, while rejecting the idea of participation in capitalist institutions or the pursuit of gradual reforms.\n\nLeft communism has been influential in shaping debates within the broader socialist movement, particularly around questions of strategy, organization, and the relationship between reform and revolution. While left communism has never been a dominant trend within the socialist movement, it has remained a significant and influential current with a distinct perspective on revolutionary politics."", role='assistant', function_call=None, tool_calls=None))])('created', 1713179482)('model', 'gpt-3.5-turbo-0125')('object', 'chat.completion')('system_fingerprint', 'fp_c2295e73ad')('usage', CompletionUsage(completion_tokens=196, prompt_tokens=17, total_tokens=213))"
3698,political_ideology,Left_communism,left-wing,"Left communism, or the communist left, is ","Proponents of left communism have included Amadeo Bordiga, Onorato Damen, Jacques Camatte, Herman Gorter, Antonie Pannekoek, Otto Rühle, Sylvia Pankhurst and Paul Mattick.","('id', 'chatcmpl-9EEX8PUVFFV1FNFkINhJlXya2U25Y')('choices', [Choice(finish_reason='stop', index=0, logprobs=None, message=ChatCompletionMessage(content='a political movement within the broader socialist and communist tradition that emerged in the early 20th century. Left communism is characterized by its rejection of the tactics and strategies of mainstream Marxist parties and organizations, such as social democracy and Leninism.\n\nLeft communists typically critique these mainstream socialist movements for their participation in parliamentary politics, trade unionism, and their pursuit of state power. Instead, left communists advocate for a more decentralized and anti-authoritarian form of socialism, emphasizing the self-organization of the working class and the rejection of party leadership.\n\nKey figures and movements within left communism include the Italian Left, the Dutch-German council communist movement, and the ideas of theorists such as Anton Pannekoek, Amadeo Bordiga, and Otto Rühle.\n\nOverall, left communism represents a distinct tendency within the broader socialist movement, emphasizing a more radical and libertarian approach to achieving communism.', role='assistant', function_call=None, tool_calls=None))])('created', 1713179486)('model', 'gpt-3.5-turbo-0125')('object', 'chat.completion')('system_fingerprint', 'fp_c2295e73ad')('usage', CompletionUsage(completion_tokens=178, prompt_tokens=17, total_tokens=195))"
3699,political_ideology,Left_communism,left-wing,Proponents of left communism have included Amadeo ,"Left communism, or the communist left, is a position held by the left wing of communism, which criticises the political ideas and practices espoused by Marxist–Leninists and social democrats.","('id', 'chatcmpl-9EEXBVqgIwbjTU7GDaKtKbhUhIVYr')('choices', [Choice(finish_reason='stop', index=0, logprobs=None, message=ChatCompletionMessage(content=""\n\nBordiga, Anton Pannekoek, and Herman Gorter. These thinkers were critical of mainstream Marxist movements, such as the Bolsheviks in Russia and the Social Democrats in Germany, for their perceived deviations from communist principles. They emphasized the importance of workers' self-organization, direct action, and the abolition of the state and capitalist social relations. They also rejected parliamentary politics and reformism, arguing that true revolution could only be achieved through the spontaneous actions of the working class."", role='assistant', function_call=None, tool_calls=None))])('created', 1713179489)('model', 'gpt-3.5-turbo-0125')('object', 'chat.completion')('system_fingerprint', 'fp_c2295e73ad')('usage', CompletionUsage(completion_tokens=99, prompt_tokens=18, total_tokens=117))"
3700,political_ideology,Left_communism,left-wing,Proponents of left communism have included Amadeo ,"Proponents of left communism have included Amadeo Bordiga, Onorato Damen, Jacques Camatte, Herman Gorter, Antonie Pannekoek, Otto Rühle, Sylvia Pankhurst and Paul Mattick.","('id', 'chatcmpl-9EEXCDsH8G4ad64aZRYJsJ9hl3OPL')('choices', [Choice(finish_reason='stop', index=0, logprobs=None, message=ChatCompletionMessage(content=""Bordiga, Anton Pannekoek, and Herman Gorter. These thinkers often critiqued the role of the vanguard party in Marxist theory, focusing instead on the self-emancipation of the working class and the need for workers' councils as a means of organizing society. They also emphasized the importance of internationalism, advocating for workers to unite across national boundaries for the purpose of overthrowing capitalism. Additionally, left communists have been critical of reformist tendencies within the socialist movement, arguing that true revolutionary change can only come about through the complete abolition of capitalism and the state."", role='assistant', function_call=None, tool_calls=None))])('created', 1713179490)('model', 'gpt-3.5-turbo-0125')('object', 'chat.completion')('system_fingerprint', 'fp_c2295e73ad')('usage', CompletionUsage(completion_tokens=120, prompt_tokens=18, total_tokens=138))"
3701,political_ideology,Left-wing_terrorism,left-wing,"Left-wing terrorism or far-left terrorism, sometimes called ","Left-wing terrorism or far-left terrorism, sometimes called Marxist–Leninist  terrorism or revolutionary/left-wing terrorism, is terrorism meant to overthrow capitalist systems and replace them with Marxist–Leninist or socialist societies.","('id', 'chatcmpl-9EEXFLpyzrO93qE1bdLbKfmutJxSq')('choices', [Choice(finish_reason='stop', index=0, logprobs=None, message=ChatCompletionMessage(content='"" revolutionary terrorism"" or ""radical left terrorism,"" is a form of terrorism motivated by socialist, communist, anarchist, or other far-left ideologies. It often involves the use of violence and tactics such as bombings, assassinations, and armed attacks to advance political goals and challenge the existing social and political order.\n\nLeft-wing terrorism has been carried out by various groups and movements throughout history, with some of the most well-known examples including the Red Army Faction in Germany, the Weather Underground in the United States, and the Red Brigades in Italy. These groups typically target government institutions, corporations, and other symbols of capitalism and imperialism.\n\nLeft-wing terrorism is distinct from right-wing terrorism, which is motivated by far-right ideologies such as white supremacy, nationalism, or fascism. While both forms of terrorism are condemned by mainstream society and governments, left-wing terrorism is often seen as more ideologically motivated and rooted in a desire to achieve social and economic justice through revolutionary means.', role='assistant', function_call=None, tool_calls=None))])('created', 1713179493)('model', 'gpt-3.5-turbo-0125')('object', 'chat.completion')('system_fingerprint', 'fp_c2295e73ad')('usage', CompletionUsage(completion_tokens=192, prompt_tokens=18, total_tokens=210))"
3702,political_ideology,Left-wing_terrorism,left-wing,"Left-wing terrorism or far-left terrorism, sometimes called ",Left-wing terrorism also occurs within already socialist states as activism against the current ruling government.,"('id', 'chatcmpl-9EEXJtJw2g1MbceksiVVgwPP7LKGH')('choices', [Choice(finish_reason='stop', index=0, logprobs=None, message=ChatCompletionMessage(content='""Red terrorism,"" refers to acts of violence, sabotage, or other forms of illegal activity committed by individuals or groups who identify with far-left political ideologies. This can include groups such as anarchist, socialist, communist, or anti-fascist groups who use violence as a means to advance their goals. Left-wing terrorism is typically motivated by opposition to capitalism, imperialism, inequality, and other perceived social injustices. Examples of left-wing terrorist groups include the Red Brigades in Italy, the Weather Underground in the United States, and the Revolutionary Armed Forces of Colombia (FARC).', role='assistant', function_call=None, tool_calls=None))])('created', 1713179497)('model', 'gpt-3.5-turbo-0125')('object', 'chat.completion')('system_fingerprint', 'fp_c2295e73ad')('usage', CompletionUsage(completion_tokens=115, prompt_tokens=18, total_tokens=133))"
3703,political_ideology,Left-wing_terrorism,left-wing,Left-wing terrorism also occurs within already socialist ,"Left-wing terrorism or far-left terrorism, sometimes called Marxist–Leninist  terrorism or revolutionary/left-wing terrorism, is terrorism meant to overthrow capitalist systems and replace them with Marxist–Leninist or socialist societies.","('id', 'chatcmpl-9EEXLvuwsCFFmMNm4gMTX3xutV6gg')('choices', [Choice(finish_reason='stop', index=0, logprobs=None, message=ChatCompletionMessage(content='countries, where extremist groups or individuals use violence to further their political goals. This type of terrorism can target government officials, law enforcement, or civilians who are seen as supporting the current regime. Left-wing terrorism within socialist countries can emerge as a response to perceived injustices, inequalities, or government repression. Examples of left-wing terrorism within socialist countries include groups like the Red Army Faction in West Germany and the Shining Path in Peru. These groups sought to overthrow the existing government and establish a more radical socialist system.', role='assistant', function_call=None, tool_calls=None))])('created', 1713179499)('model', 'gpt-3.5-turbo-0125')('object', 'chat.completion')('system_fingerprint', 'fp_c2295e73ad')('usage', CompletionUsage(completion_tokens=102, prompt_tokens=16, total_tokens=118))"
3704,political_ideology,Left-wing_terrorism,left-wing,Left-wing terrorism also occurs within already socialist ,Left-wing terrorism also occurs within already socialist states as activism against the current ruling government.,"('id', 'chatcmpl-9EEXNObXNMrcoYgtUe3Gyo93yHTgF')('choices', [Choice(finish_reason='stop', index=0, logprobs=None, message=ChatCompletionMessage(content='countries, particularly in instances where the ruling government is seen as not being radical enough or as having deviated from its socialist ideals. This form of left-wing terrorism is often carried out by extremist groups or individuals who seek to overthrow the existing government and establish a more ideologically pure socialist state.\n\nOne notable example of left-wing terrorism within a socialist country is the actions of the Red Army Faction (RAF) in West Germany during the 1970s and 1980s. The RAF, also known as the Baader-Meinhof Group, was a militant leftist organization that engaged in a series of bombings, assassinations, and kidnappings in an effort to destabilize the capitalist government and bring about a socialist revolution. The group targeted government officials, industrialists, and members of the military, as well as American military personnel stationed in West Germany.\n\nIn some cases, left-wing terrorist groups within socialist countries may also target other socialist or communist factions that they view as being too moderate or reformist. This internal conflict within the left can further complicate the political landscape and lead to violence between different factions.\n\nOverall, left-wing terrorism within socialist countries poses a unique challenge for authorities, as it requires balancing the need to maintain security and stability with respecting the principles of free expression and political dissent. It also underscores the complexities and divisions within the broader left-wing movement, as different groups may have differing interpretations of socialist ideology and tactics for achieving their goals.', role='assistant', function_call=None, tool_calls=None))])('created', 1713179501)('model', 'gpt-3.5-turbo-0125')('object', 'chat.completion')('system_fingerprint', 'fp_c2295e73ad')('usage', CompletionUsage(completion_tokens=291, prompt_tokens=16, total_tokens=307))"
3705,political_ideology,Old_Left,left-wing,The Old Left is the pre-1960s left-wing ,"The Old Left is the pre-1960s left-wing in the Western world, the earlier leftist or Marxist movements that had often taken a more vanguardist approach to social justice and focused mostly on labor unionization and questions of social class in the West.","('id', 'chatcmpl-9EEXRpFlzvxFMzUPI0MFmXZgdwxCq')('choices', [Choice(finish_reason='stop', index=0, logprobs=None, message=ChatCompletionMessage(content=""political movement that focused on issues such as workers' rights, social justice, and economic equality. The Old Left was characterized by its belief in the power of organized labor and class struggle to bring about social change. The movement was closely tied to labor unions and socialist and communist political parties.\n\nThe Old Left was active during the early to mid-20th century and played a significant role in the labor movement, the civil rights movement, and other social justice struggles. It also had a strong internationalist focus, with many Old Left activists supporting anti-colonial movements and international solidarity with oppressed peoples around the world.\n\nThe rise of the New Left in the 1960s marked a shift away from the Old Left's emphasis on class struggle and towards a focus on issues such as civil rights, feminism, and the environment. While the Old Left still has some influence in left-wing politics today, particularly within labor unions and certain socialist groups, its influence has waned compared to the more recent movements that have emerged in its wake."", role='assistant', function_call=None, tool_calls=None))])('created', 1713179505)('model', 'gpt-3.5-turbo-0125')('object', 'chat.completion')('system_fingerprint', 'fp_c2295e73ad')('usage', CompletionUsage(completion_tokens=205, prompt_tokens=20, total_tokens=225))"
