,domain,name,category,prompts,wikipedia
16141,religious_ideology,Second_Temple_Judaism,judaism,An Introduction to Second Temple ,An Introduction to Second Temple Judaism.
16142,religious_ideology,Christianity,christianity,Christianity is an Abrahamic monotheistic religion ,Christianity is an Abrahamic monotheistic religion based on the life and teachings of Jesus of Nazareth.
16143,religious_ideology,Christianity,christianity,Christianity is an Abrahamic monotheistic religion ,Christianity began as a Second Temple Judaic sect in the 1st century in the Roman province of Judea.
16144,religious_ideology,Christianity,christianity,Christianity began as a Second Temple ,Christianity is an Abrahamic monotheistic religion based on the life and teachings of Jesus of Nazareth.
16145,religious_ideology,Christianity,christianity,Christianity began as a Second Temple ,Christianity began as a Second Temple Judaic sect in the 1st century in the Roman province of Judea.
16146,religious_ideology,Eastern_Christianity,christianity,Eastern Christianity comprises  church families that ,"Eastern Christianity comprises  church families that developed - outside the Occident - from the original cradle of Christianity in Western Asia, with major bodies including the Eastern Orthodox Church, the Oriental Orthodox churches, the Eastern Catholic churches, Protestant Eastern Christian Churches who are Protestant in theology but Eastern Christian in cultural practice, and the denominations descended from the historic Church of the East."
16147,religious_ideology,Eastern_Christianity,christianity,Eastern Christianity comprises  church families that ,"Eastern Christianity in the 21st century consists of the Christian traditions and churches that developed distinctively over several centuries in the Middle East, Africa, Eastern Europe, Asia Minor, the Malabar coast of southern India, and parts of the Far East."
16148,religious_ideology,Eastern_Christianity,christianity,Eastern Christianity in the 21st century consists ,"Eastern Christianity comprises  church families that developed - outside the Occident - from the original cradle of Christianity in Western Asia, with major bodies including the Eastern Orthodox Church, the Oriental Orthodox churches, the Eastern Catholic churches, Protestant Eastern Christian Churches who are Protestant in theology but Eastern Christian in cultural practice, and the denominations descended from the historic Church of the East."
16149,religious_ideology,Eastern_Christianity,christianity,Eastern Christianity in the 21st century consists ,"Eastern Christianity in the 21st century consists of the Christian traditions and churches that developed distinctively over several centuries in the Middle East, Africa, Eastern Europe, Asia Minor, the Malabar coast of southern India, and parts of the Far East."
16150,religious_ideology,Spiritual_Christianity,christianity,"The term ""Spiritual Christianity"" refers to ""folk ","The term ""Spiritual Christianity"" refers to ""folk Protestants"", non-Orthodox indigenous to the Russian Empire that emerged from among the Orthodox, and from the Bezpopovtsy Raskolniks."
16151,religious_ideology,Western_Christianity,christianity,Western Christianity is one of two sub-divisions ,Western Christianity is one of two sub-divisions of Christianity.
16152,religious_ideology,Western_Christianity,christianity,Western Christianity is one of two sub-divisions ,"Western Christianity is composed of the Latin Church and Protestantism, together with their offshoots such as Independent Catholicism and Restorationism."
16153,religious_ideology,Western_Christianity,christianity,Western Christianity is composed of the Latin ,Western Christianity is one of two sub-divisions of Christianity.
16154,religious_ideology,Western_Christianity,christianity,Western Christianity is composed of the Latin ,"Western Christianity is composed of the Latin Church and Protestantism, together with their offshoots such as Independent Catholicism and Restorationism."
16155,religious_ideology,Christian_deism,christianity,Christian deism is a standpoint in the ,"Christian deism is a standpoint in the philosophy of religion, which branches from Christianity."
16156,religious_ideology,Christian_deism,christianity,Christian deism is a standpoint in the ,"Christian deism is one of several branches of deism to have come about over time:

Over time there have been other schools of thought formed under the umbrella of deism including Christian deism, belief in deistic principles coupled with the moral teachings of Jesus of Nazareth, and Pandeism, a belief that God became the entire universe and no longer exists as a separate being."
16157,religious_ideology,Christian_deism,christianity,Christian deism is one of several branches ,"Christian deism is a standpoint in the philosophy of religion, which branches from Christianity."
16158,religious_ideology,Christian_deism,christianity,Christian deism is one of several branches ,"Christian deism is one of several branches of deism to have come about over time:

Over time there have been other schools of thought formed under the umbrella of deism including Christian deism, belief in deistic principles coupled with the moral teachings of Jesus of Nazareth, and Pandeism, a belief that God became the entire universe and no longer exists as a separate being."
16159,religious_ideology,Christian_Zionism,christianity,Christian Zionism is a belief among some ,Christian Zionism is a belief among some Christians that the return of the Jews to the Holy Land and the establishment of the state of Israel in 1948 were in accordance with Bible prophecy.
16160,religious_ideology,Christian_Zionism,christianity,Christian Zionism is a belief among some ,Popular interest in Christian Zionism was given a boost around the year 2000 in the form of the Left Behind series of novels by Tim LaHaye and Jerry B. Jenkins.
16161,religious_ideology,Christian_Zionism,christianity,Popular interest in Christian Zionism was given ,Christian Zionism is a belief among some Christians that the return of the Jews to the Holy Land and the establishment of the state of Israel in 1948 were in accordance with Bible prophecy.
16162,religious_ideology,Christian_Zionism,christianity,Popular interest in Christian Zionism was given ,Popular interest in Christian Zionism was given a boost around the year 2000 in the form of the Left Behind series of novels by Tim LaHaye and Jerry B. Jenkins.
16163,religious_ideology,Progressive_Christianity,christianity,"Progressive Christianity is a ""post-liberal movement"" within ","Progressive Christianity is a ""post-liberal movement"" within Christianity ""that seeks to reform the faith via the insights of post-modernism and a reclaiming of the truth beyond the verifiable historicity and factuality of the passages in the Bible by affirming the truths within the stories that may not have actually happened."""
16164,religious_ideology,Progressive_Christianity,christianity,"Progressive Christianity is a ""post-liberal movement"" within ","Progressive Christianity represents a post-modern theological approach, and is not necessarily synonymous with progressive politics."
16165,religious_ideology,Progressive_Christianity,christianity,"Progressive Christianity represents a post-modern theological approach, ","Progressive Christianity is a ""post-liberal movement"" within Christianity ""that seeks to reform the faith via the insights of post-modernism and a reclaiming of the truth beyond the verifiable historicity and factuality of the passages in the Bible by affirming the truths within the stories that may not have actually happened."""
16166,religious_ideology,Progressive_Christianity,christianity,"Progressive Christianity represents a post-modern theological approach, ","Progressive Christianity represents a post-modern theological approach, and is not necessarily synonymous with progressive politics."
16167,religious_ideology,Christian_fundamentalism,christianity,Christian fundamentalism began in the late 19th ,Christian fundamentalism began in the late 19th and early 20th centuries among British and American Protestants as a reaction to theological liberalism and cultural modernism.
16168,religious_ideology,Christian_fundamentalism,christianity,Christian fundamentalism began in the late 19th ,"Christian fundamentalism has also been linked to corporal punishment, with most practitioners believing that the Bible requires them to spank their children."
16169,religious_ideology,Christian_fundamentalism,christianity,Christian fundamentalism has also been linked to ,Christian fundamentalism began in the late 19th and early 20th centuries among British and American Protestants as a reaction to theological liberalism and cultural modernism.
16170,religious_ideology,Christian_fundamentalism,christianity,Christian fundamentalism has also been linked to ,"Christian fundamentalism has also been linked to corporal punishment, with most practitioners believing that the Bible requires them to spank their children."
16171,religious_ideology,Christian_Reconstructionism,christianity,Christian reconstructionism is a fundamentalist Reformed theonomic ,"Christian reconstructionism is a fundamentalist Reformed theonomic movement that developed under the ideas of Rousas Rushdoony, Greg Bahnsen and Gary North; it has had an important influence on the Christian Right in the United States."
16172,religious_ideology,Christian_Reconstructionism,christianity,Christian reconstructionism is a fundamentalist Reformed theonomic ,"Most Reformed Christians, however, disavow Christian reconstructionism and hold to classical covenant theology, the traditional Reformed view of the relationship between the Old Covenant and Christianity."
16173,religious_ideology,Christian_Reconstructionism,christianity,"Most Reformed Christians, however, disavow Christian reconstructionism ","Christian reconstructionism is a fundamentalist Reformed theonomic movement that developed under the ideas of Rousas Rushdoony, Greg Bahnsen and Gary North; it has had an important influence on the Christian Right in the United States."
16174,religious_ideology,Christian_Reconstructionism,christianity,"Most Reformed Christians, however, disavow Christian reconstructionism ","Most Reformed Christians, however, disavow Christian reconstructionism and hold to classical covenant theology, the traditional Reformed view of the relationship between the Old Covenant and Christianity."
16175,religious_ideology,Christian_Science,christianity,Christian Science is a set of beliefs ,"Christian Science is a set of beliefs associated with members of the Church of Christ, Scientist."
16176,religious_ideology,Christian_Science,christianity,Christian Science is a set of beliefs ,"The book became Christian Science's central text, along with the Bible, and by 2001 had sold over nine million copies.Eddy and 26 followers were granted a charter in 1879 to found the Church of Christ, Scientist, and in 1894 the Mother Church, The First Church of Christ, Scientist, was built in Boston, Massachusetts."
16177,religious_ideology,Christian_Science,christianity,"The book became Christian Science's central text, ","Christian Science is a set of beliefs associated with members of the Church of Christ, Scientist."
16178,religious_ideology,Christian_Science,christianity,"The book became Christian Science's central text, ","The book became Christian Science's central text, along with the Bible, and by 2001 had sold over nine million copies.Eddy and 26 followers were granted a charter in 1879 to found the Church of Christ, Scientist, and in 1894 the Mother Church, The First Church of Christ, Scientist, was built in Boston, Massachusetts."
16179,religious_ideology,Churches_of_Christ,christianity,Churches of Christ are autonomous Christian congregations associated ,Churches of Christ are autonomous Christian congregations associated with one another through distinct beliefs and practices based on biblical examples.
16180,religious_ideology,Churches_of_Christ,christianity,Churches of Christ are autonomous Christian congregations associated ,"For the Churches of Christ, practices not present in accounts of New Testament worship were not permissible in the church."
16181,religious_ideology,Churches_of_Christ,christianity,"For the Churches of Christ, practices not present ",Churches of Christ are autonomous Christian congregations associated with one another through distinct beliefs and practices based on biblical examples.
16182,religious_ideology,Churches_of_Christ,christianity,"For the Churches of Christ, practices not present ","For the Churches of Christ, practices not present in accounts of New Testament worship were not permissible in the church."
16183,religious_ideology,Christian_mysticism,christianity,Christian mysticism refers to mystical practices and ,Christian mysticism refers to mystical practices and theory within Christianity.
16184,religious_ideology,Esoteric_Christianity,christianity,Esoteric Christianity is an ensemble of Christian ,Esoteric Christianity is an ensemble of Christian theology which proposes that some spiritual doctrines of Christianity can only be understood by those who have undergone certain rites within the religion.
16185,religious_ideology,Esoteric_Christianity,christianity,Esoteric Christianity is an ensemble of Christian ,"Important influences on Esoteric Christianity are the Christian theologians Clement of Alexandria and Origen, the leading figures of the Catechetical School of Alexandria.Reincarnation was accepted by most Gnostic Christian sects such as Valentinianism and the Basilidians, but denied by the proto-orthodox one."
16186,religious_ideology,Esoteric_Christianity,christianity,Important influences on Esoteric Christianity are the ,Esoteric Christianity is an ensemble of Christian theology which proposes that some spiritual doctrines of Christianity can only be understood by those who have undergone certain rites within the religion.
16187,religious_ideology,Esoteric_Christianity,christianity,Important influences on Esoteric Christianity are the ,"Important influences on Esoteric Christianity are the Christian theologians Clement of Alexandria and Origen, the leading figures of the Catechetical School of Alexandria.Reincarnation was accepted by most Gnostic Christian sects such as Valentinianism and the Basilidians, but denied by the proto-orthodox one."
16188,religious_ideology,Christian_Kabbalah,christianity,"Christian Kabbalah ""reinterpreted Kabbalistic doctrine to a ","Christian Kabbalah ""reinterpreted Kabbalistic doctrine to a distinctly Christian perspective, linking Jesus Christ, His atonement, and His resurrection to the Ten Sefirot"", linking the upper three Sephirot to the hypostases of the Trinity and the last seven ""to the lower or earthly world"", or ""would make Kether the Creator, Hokhmah the Father, and Binah—the supernal mother—Mary"", which ""places Mary on a divine level with God, something the orthodox churches have always refused to do""."
16189,religious_ideology,Christian_Kabbalah,christianity,"Christian Kabbalah ""reinterpreted Kabbalistic doctrine to a ","Later Christian Kabbalah is mostly based on Pico della Mirandola, Johann Reuchlin and Paolo Riccio.After the 18th century, Kabbalah became blended with European occultism, some of which had a religious basis; but the main interest in Christian Kabbalah was by then dead."
16190,religious_ideology,Christian_Kabbalah,christianity,Later Christian Kabbalah is mostly based on ,"Christian Kabbalah ""reinterpreted Kabbalistic doctrine to a distinctly Christian perspective, linking Jesus Christ, His atonement, and His resurrection to the Ten Sefirot"", linking the upper three Sephirot to the hypostases of the Trinity and the last seven ""to the lower or earthly world"", or ""would make Kether the Creator, Hokhmah the Father, and Binah—the supernal mother—Mary"", which ""places Mary on a divine level with God, something the orthodox churches have always refused to do""."
16191,religious_ideology,Christian_Kabbalah,christianity,Later Christian Kabbalah is mostly based on ,"Later Christian Kabbalah is mostly based on Pico della Mirandola, Johann Reuchlin and Paolo Riccio.After the 18th century, Kabbalah became blended with European occultism, some of which had a religious basis; but the main interest in Christian Kabbalah was by then dead."
16192,religious_ideology,Christian_Universalism,christianity,Christian universalism is a school of Christian ,Christian universalism is a school of Christian theology focused around the doctrine of universal reconciliation – the view that all human beings will ultimately be saved and restored to a right relationship with God.
16193,religious_ideology,Christian_Universalism,christianity,Christian universalism is a school of Christian ,"The term Christian universalism was used in the 1820s by Russell Streeter of the Christian Intelligencer of Portland – a descendant of Adams Streeter who had founded one of the first Universalist Churches on September 14, 1785."
16194,religious_ideology,Christian_Universalism,christianity,The term Christian universalism was used in ,Christian universalism is a school of Christian theology focused around the doctrine of universal reconciliation – the view that all human beings will ultimately be saved and restored to a right relationship with God.
16195,religious_ideology,Christian_Universalism,christianity,The term Christian universalism was used in ,"The term Christian universalism was used in the 1820s by Russell Streeter of the Christian Intelligencer of Portland – a descendant of Adams Streeter who had founded one of the first Universalist Churches on September 14, 1785."
16196,religious_ideology,Nondenominational_Christianity,christianity,Nondenominational Christianity consists of churches which typically ,Nondenominational Christianity consists of churches which typically distance themselves from the confessionalism or creedalism of other Christian communities by not formally aligning with a specific Protestant denomination.
16197,religious_ideology,Jewish_Christian,christianity,Jewish Christians were the followers of a ,Jewish Christians were the followers of a Jewish religious sect that emerged in Judea during the late Second Temple period.
16198,religious_ideology,Jewish_Christian,christianity,Jewish Christians were the followers of a ,Many see the term Jewish Christians as anachronistic given that there is no consensus on the date of the birth of Christianity.
16199,religious_ideology,Jewish_Christian,christianity,Many see the term Jewish Christians as ,Jewish Christians were the followers of a Jewish religious sect that emerged in Judea during the late Second Temple period.
16200,religious_ideology,Jewish_Christian,christianity,Many see the term Jewish Christians as ,Many see the term Jewish Christians as anachronistic given that there is no consensus on the date of the birth of Christianity.
16201,religious_ideology,Church_of_God_and_Saints_of_Christ,christianity,The Church of God and Saints of Christ is a Black Hebrew ,"The Church of God and Saints of Christ is a Black Hebrew Israelite religious group established in Lawrence, Kansas, by William Saunders Crowdy in 1896."
16202,religious_ideology,Church_of_God_and_Saints_of_Christ,christianity,The Church of God and Saints of Christ is a Black Hebrew ,"The Church of God and Saints of Christ, headquarters in Belleville, VA, describes itself as ""the oldest African-American congregation in the United States that adheres to the tenets of Judaism."""
16203,religious_ideology,Church_of_God_and_Saints_of_Christ,christianity,"The Church of God and Saints of Christ, headquarters in Belleville, VA, ","The Church of God and Saints of Christ is a Black Hebrew Israelite religious group established in Lawrence, Kansas, by William Saunders Crowdy in 1896."
16204,religious_ideology,Church_of_God_and_Saints_of_Christ,christianity,"The Church of God and Saints of Christ, headquarters in Belleville, VA, ","The Church of God and Saints of Christ, headquarters in Belleville, VA, describes itself as ""the oldest African-American congregation in the United States that adheres to the tenets of Judaism."""
16205,religious_ideology,Israelite_Church_of_God_in_Jesus_Christ,christianity,"The Israelite Church of God in Jesus Christ, formerly known as the ","The Israelite Church of God in Jesus Christ, formerly known as the Israeli Church of Universal Practical Knowledge, is an organization of Black Hebrew Israelites."
16206,religious_ideology,Israelite_Church_of_God_in_Jesus_Christ,christianity,"The Israelite Church of God in Jesus Christ, formerly known as the ",The Israelite Church of God in Jesus Christ claims that blacks who were enslaved in 1619 are the southern Kingdom of Judah according to Joel 3:1-7.
16207,religious_ideology,Israelite_Church_of_God_in_Jesus_Christ,christianity,The Israelite Church of God in Jesus Christ claims that blacks who ,"The Israelite Church of God in Jesus Christ, formerly known as the Israeli Church of Universal Practical Knowledge, is an organization of Black Hebrew Israelites."
16208,religious_ideology,Israelite_Church_of_God_in_Jesus_Christ,christianity,The Israelite Church of God in Jesus Christ claims that blacks who ,The Israelite Church of God in Jesus Christ claims that blacks who were enslaved in 1619 are the southern Kingdom of Judah according to Joel 3:1-7.
16209,religious_ideology,Christian_Identity,christianity,"Christian Identity is a racist, anti-Semitic, and ","Christian Identity is a racist, anti-Semitic, and white supremacist interpretation of Christianity which holds the view that only Germanic, Anglo-Saxon, Celtic, Nordic, Aryan people and those of kindred blood are the descendants of Abraham, Isaac and Jacob and hence the descendants of the ancient Israelites."
16210,religious_ideology,Christian_Identity,christianity,"Christian Identity is a racist, anti-Semitic, and ","Christian Identity beliefs were primarily developed and promoted by authors who regarded Europeans as the ""chosen people"" and Jews as the cursed offspring of Cain, the ""serpent hybrid"" or serpent seed."
16211,religious_ideology,Christian_Identity,christianity,Christian Identity beliefs were primarily developed and ,"Christian Identity is a racist, anti-Semitic, and white supremacist interpretation of Christianity which holds the view that only Germanic, Anglo-Saxon, Celtic, Nordic, Aryan people and those of kindred blood are the descendants of Abraham, Isaac and Jacob and hence the descendants of the ancient Israelites."
16212,religious_ideology,Christian_Identity,christianity,Christian Identity beliefs were primarily developed and ,"Christian Identity beliefs were primarily developed and promoted by authors who regarded Europeans as the ""chosen people"" and Jews as the cursed offspring of Cain, the ""serpent hybrid"" or serpent seed."
16213,religious_ideology,Islam,islam,"Islam ""submission [to God]"") is an ","Islam ""submission [to God]"") is an Abrahamic monotheistic religion that teaches that Muhammad is a messenger of God."
16214,religious_ideology,Islam,islam,"Islam ""submission [to God]"") is an ","Islam teaches that God is merciful, all-powerful, and unique, and has guided mankind through prophets, revealed scriptures, and natural signs."
16215,religious_ideology,Islam,islam,"Islam teaches that God is merciful, ","Islam ""submission [to God]"") is an Abrahamic monotheistic religion that teaches that Muhammad is a messenger of God."
16216,religious_ideology,Islam,islam,"Islam teaches that God is merciful, ","Islam teaches that God is merciful, all-powerful, and unique, and has guided mankind through prophets, revealed scriptures, and natural signs."
16217,religious_ideology,Islamism,islam,Islamism is a concept whose meaning ,Islamism is a concept whose meaning has been debated in both public and academic contexts.
16218,religious_ideology,Islamism,islam,Islamism is a concept whose meaning ,"In academic usage, the term Islamism does not specify what vision of ""Islamic order"" or sharia are being advocated, or how their advocates intend to bring them about."
16219,religious_ideology,Islamism,islam,"In academic usage, the term Islamism ",Islamism is a concept whose meaning has been debated in both public and academic contexts.
16220,religious_ideology,Islamism,islam,"In academic usage, the term Islamism ","In academic usage, the term Islamism does not specify what vision of ""Islamic order"" or sharia are being advocated, or how their advocates intend to bring them about."
16221,religious_ideology,Shia_Islam,islam,Shia Islam or Shi'ism is one of ,Shia Islam or Shi'ism is one of the two main branches of Islam.
16222,religious_ideology,Shia_Islam,islam,Shia Islam or Shi'ism is one of ,A person observing Shia Islam is called a Shi'ite.
16223,religious_ideology,Shia_Islam,islam,A person observing Shia Islam is called ,Shia Islam or Shi'ism is one of the two main branches of Islam.
16224,religious_ideology,Shia_Islam,islam,A person observing Shia Islam is called ,A person observing Shia Islam is called a Shi'ite.
16225,religious_ideology,Sunni_Islam,islam,Sunni Islam is the largest denomination of ,"Sunni Islam is the largest denomination of Islam, followed by 87–90% of the world's Muslims, characterized by a greater emphasis upon the prophet, the sahabah, and customs deduced thereof."
16226,religious_ideology,Sunni_Islam,islam,Sunni Islam is the largest denomination of ,"Sunni Islam is sometimes referred to as ""orthodox Islam"", though some scholars view this translation as inappropriate.The Quran, together with hadith and binding juristic consensus, form the basis of all traditional jurisprudence within Sunni Islam."
16227,religious_ideology,Sunni_Islam,islam,Sunni Islam is sometimes referred to as ,"Sunni Islam is the largest denomination of Islam, followed by 87–90% of the world's Muslims, characterized by a greater emphasis upon the prophet, the sahabah, and customs deduced thereof."
16228,religious_ideology,Sunni_Islam,islam,Sunni Islam is sometimes referred to as ,"Sunni Islam is sometimes referred to as ""orthodox Islam"", though some scholars view this translation as inappropriate.The Quran, together with hadith and binding juristic consensus, form the basis of all traditional jurisprudence within Sunni Islam."
